stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon
4641,0633,Лікарня швидкої допомоги (633),"вул. Гетьмана Мазепи, 22",49.871743,24.039470
4781,0659,Лікарня швидкої допомоги (659),"вул. І. Миколайчука, 12",49.875119,24.041358
44243,763,Розточчя (763),"вул В. Щурата (вул. Розточчя, 168)",49.877242,24.042925
4782,0619,Щурата (619),"вул. В. Щурата, 12",49.879676,24.038561
4946,0314,Три слони (314),"Кільцева дорога, навпроти ТЦ""Три слони""",49.830035,23.905842
4959,0316,Епіцентр (316),"вул. Городоцька, 302",49.824204,23.910241
4685,485,Куровця (485),"вул. Володимира Великого, 111",49.811148,23.991673
4686,0486,Океан (486),"вул. Володимира Великого (вул. Кн.Ольги, 106)",49.810497,23.998132
4954,0470,Площа Лема (470),"вул. Академіка А. Сахарова (вул. Богуна, 12)",49.831550,24.016486
4699,0482,Океан (482),"вул. Володимира Великого, 22",49.810791,23.996603
4700,484,Куровця (484),"вул. Володимира Великого, 50",49.811440,23.990131
4947,315,Епіцентр (315),"вул. Городоцька,302",49.824453,23.910273
5157,,Три слони (314-01),"Кільцева дорога, навпроти ТЦ ""Три слони""",49.830696,23.906373
4564,575,Чигиринська (575),"вул. Б. Грінченка, 2а",49.870691,24.055434
5142,0574,Грінченка (574),"вул. Б. Грінченка, 6",49.872029,24.052296
4566,634,Плугова (634),"Гетьмана Івана Мазепи, 27",49.872571,24.043770
4584,531,Антоновича (531),"вул. Кульпарківська, 56",49.826534,23.989846
4585,137,Кульпарків (137),"вул. Кульпарківська, 118",49.819294,23.987870
4586,136,Скнилівок (136),"вул. Кульпарківська, 158а",49.813453,23.984670
4595,445,Стрийська-Наукова (445),"пр. Святого Павла ІІ, 3",49.801735,24.019005
4596,441,Демнянська (441),"Івана Павла ІІ проспект, 2",49.800218,24.031241
4597,440,Духовна семінарія (440),Івана Павла ІІ проспект,49.799861,24.035468
4846,0444,Чукаріна (444),"вул. Хуторівка (вул. В. Чукаріна, 28)",49.800478,24.040704
4598,449,Шувар (449),"пр. Червоної Калини, 30",49.799108,24.047954
4599,451,Дитяча поліклініка (451),"пр. Червоної Калини, 46",49.797157,24.051583
4600,453,Сихівська РА (453),"пр. Червоної Калини, 64",49.791880,24.058326
45145,733,Поліклініка № 4 (733),"пр. Червоної Калини, 90",49.790032,24.058680
4601,454,Коломийська (454),"пр. Червоної Калини, 76",49.788657,24.058693
4602,457,Санта Барбара (457),"пр. Червоної Калини, 94",49.785426,24.058811
4603,418,Гориня (418),"вул. М. Гориня, 27",49.785729,24.051771
45162,317,Гориня (317),"вул. М. Гориня,2",49.786640,24.051838
4604,459,Санта Барбара (459),"пр. Червоної Калини, 103",49.785694,24.059350
4605,458,Коломийська (458),"пр. Червоної Калини, 97",49.787540,24.059265
4606,456,Поліклініка №4 (456),"пр. Червоної Калини, 91",49.790669,24.059168
4607,455,Центр Довженка (455),"пр. Червоної Калини, 38",49.794657,24.057532
4608,452,Дитяча поліклініка (452),"пр. Червоної Калини, 59",49.796501,24.053698
4609,450,Шувар (450),"пр. Червоної Калини, 49",49.799077,24.048686
44963,0800,Колодзінського (800),"пр. Червоної Калини (вул. Рядова, 6)",49.803606,24.046449
4610,448,Рахівська (448),"пр. Червоної Калини, 20",49.805654,24.045655
4611,446,Чукаріна (446),Івана Павла ІІ проспект,49.800723,24.040087
4612,442,Духовна семінарія (442),Івана Павла ІІ проспект,49.800164,24.035712
4613,443,Демнянська (443),"пр. Івана Павла ІІ, 49",49.800616,24.030114
4621,,Скнилівок (534),"вул. Кульпарківська, 2а",49.813900,23.985112
4622,532,Кульпарків (532),"вул. Кульпарківська, 126",49.818638,23.987741
4642,635,Плугова (635),"вул. Гетьмана Мазепи, 32",49.872393,24.043295
45009,577,Грінченка (577),"вул. Б. Грінченка, 13-А",49.872018,24.052114
4644,0576,Чигиринська (576),"вул. Б. Грінченка, 1",49.870596,24.055314
5190,1129,"Рудне, Семінарія (1129)","Рудне, вул. Т. Шевченка,188",49.842636,23.860631
5191,1127,"Рудне, Шевченка (1127)","Рудне, вул. Т. Шевченка, 83",49.840297,23.865531
44254,1123,"Рудне, Лисенка (1123)","Рудне. вул. Лисенка, 2",49.838439,23.863828
5093,1121,"Рудне, Стадіон (1121)","Рудно, вул. М. Грушевського, 96",49.838010,23.868356
5164,1119,"Рудне, Народний дім (1119)","Рудне, вул. Володимира Великого, 9А",49.836979,23.873286
5016,1117,"Рудне, Володимира Великого (1117)","Рудне, вул. Володимира Великого, 3а",49.835467,23.876681
45093,1116,"Рудне, Стуса (1116)","Рудне, вул. Шептицького, 18",49.832962,23.886069
5019,,Вільхова (104),"вул. Городоцька, 293",49.828834,23.958516
5020,,Вівсяна (101),"вул. Городоцька, 273",49.829965,23.964658
4722,,Мотозавод (100),"вул. Городоцька, 249",49.830834,23.969448
4723,,Богданівка (114),"вул. Городоцька, 223",49.832543,23.979179
4724,,Народна (497),вул. Городоцька 207,49.833516,23.984562
4725,,Кульпарківська (496),вул. Городоцька 189,49.834519,23.990198
5128,0665,"Віри, Надії, Любові (665)","вул. Віри, Надії, Любові, 3",49.876248,24.036407
4731,,Богданівка (498),вул. Городоцька (навпроти № 225),49.832495,23.978396
5022,,Мотозавод (97),"вул. Городоцька, 174",49.830474,23.966905
5023,0098,Вівсяна (98),"вул. Городоцька, 210",49.829734,23.962866
5024,0099,Вільхова (99),"вул. Городоцька, 222",49.828633,23.956949
42814,1115,"Рудне, Стуса (1115)","Рудне, вул. Шептицького, 16",49.833028,23.885994
45040,1118,"Рудне, Володимира Великого (1118)","Рудне, Володимира Великого, 24",49.835801,23.876148
5015,1120,"Рудне, Народний дім (1120)","Рудне, вул. Володимира Великого, 24",49.837138,23.873205
5103,1122,"Рудне, Стадіон (1122)","Рудне, вул. М. Грушевського, 96",49.838117,23.868061
5104,1124,"Рудне, Лисенка (1124)","Рудне, вул. Лисенка, 2",49.838699,23.864198
44711,1128,"Рудне, Шевченка (1128)","Рудне, вул. Т. Шевченка, 110",49.840494,23.865159
44166,1130,"Рудне, Семінарія (1130)","Рудне, вул. Т. Шевченка, 188",49.842662,23.860711
5174,0411,Коломийська - Трильовського (411),вул. Коломийська (навпроти № 9),49.787758,24.066636
4813,0399,Кос-Анатольського (399),вул. І. Кавалерідзе 15,49.791274,24.067440
4814,0398,Антоненка-Давидовича (398),вул. І. Кавалерідзе 9,49.792711,24.065568
4816,,Кавалерідзе (423),"вул. Сихівська, 5",49.794692,24.065182
4815,0394,Сихівська (394),вул. Зелена (навпроти буд. 309),49.797178,24.071935
4817,0378,Зубрівська (378),"вул. Зелена, 261",49.802268,24.065316
4923,0377,ДБК (377),"вул. Зелена, 251",49.805938,24.062306
4932,0371,Фрезерний завод (371),"вул. Зелена, 149",49.811404,24.061067
4933,0370,Бузкова (370),"вул. Зелена, 147",49.813637,24.060295
2560965,,Варшавська (606),"просп. В. Чорновола, 105",49.866732,24.014769
5136,625,Школа № 23 (625),"вул. Варшавська, 155",49.865506,24.010899
44077,0775,Тунельна (775),"вул. Тунельна (вул. Зимова, 42)",49.862629,24.003660
44255,0777,Петрицького (777),"вул. Винниця, 2",49.861794,23.999754
4749,0761,Винниця (761),"вул. Винниця, 60",49.861863,23.991930
2551856,,Янівський меморіал (330),"вул. Омеляна Ковча, 31",49.859897,23.987813
4775,0629,Татарбунарська (629),"вул. Винниця (вул. Т. Шевченка, 154)",49.854037,23.986405
4794,0696,Татарбунарська (696),"вул. Т.  Шевченка, 154-Б",49.854006,23.985048
4750,0687,Брюховицька (687),"вул. Т. Шевченка, 222а",49.859926,23.970913
4751,0689,Шевченка (689),"вул. Т. Шевченка, 264",49.861706,23.966519
4752,0691,Біберовича (691),вул. Т. Шевченка 292,49.862938,23.963537
4753,0692,Порічкова (692),вул. Т. Шевченка 318,49.864446,23.960018
4754,0701,Лушпинського (701),вул. Т. Шевченка (перехрестя з вул. О. Лушпинського),49.866392,23.956699
4755,0694,Рясне-1 (694),вул. Т. Шевченка 358,49.868094,23.952604
4756,,Стельмаха (695),"вул. Т. Шевченка, 384",49.870355,23.946177
4757,,Сотника Панаса (698),вул. Т. Шевченка (навпроти № 321),49.872592,23.933177
4758,0657,Величковського (657),вул. І. Величковського (навпроти № 40),49.875209,23.932541
4759,0655,Рясне-2 (655),"Рясне-2, вул. І. Величковського 2",49.875406,23.938040
4760,656,Величковського (656),вул. І. Величковського 42,49.875299,23.932450
4761,0693,Сотника Панаса (693),вул. Т. Шевченка 321,49.872482,23.933802
4762,0700,Стельмаха (700),вул. Т. Шевченка (навпроти № 384),49.870438,23.945507
4763,0699,Рясне-1 (699),вул. Т. Шевченка (навпроти № 358А),49.868350,23.950866
4764,0702,Лушпинського (702),вул. Т. Шевченка (перехрестя з вул. Професора Ковалика),49.866431,23.956370
4765,0690,Порічкова (690),вул. Т. Шевченка 277,49.864277,23.960077
4766,0688,Біберовича (688),вул. Т. Шевченка 241,49.862935,23.963193
4767,0686,Шевченка (686),вул. Т. Шевченка 209,49.861234,23.967394
4768,,Брюховицька (685),вул. Т. Шевченка 171,49.859833,23.970693
4769,186,Татарбунарська (186),вул. Т. Шевченка (навпроти № 154Б),49.853766,23.985300
45020,0628,Татарбунарська (628),"вул. о. Омеляна Ковча (навпроти Т. Шевченка, 154)",49.854078,23.986534
2551855,,Янівський меморіал (329),вул. Омеляна Ковча,49.859686,23.987663
45021,0762,Винниця (762),"вул. Винниця, 42",49.862057,23.993744
44256,0778,Петрицького (778),"вул. Винниця, 7",49.861477,24.000374
44076,0776,Тунельна (776),"вул. Тунельна, 18",49.862582,24.003930
5021,624,Школа № 23 (624),вул. Варшавська 126,49.865480,24.011159
4929,,Бузкова (373),"вул. Зелена, 186",49.813747,24.060043
4930,,Фрезерний завод (374),"вул. Зелена, 200",49.811999,24.060820
42807,,Автостанція №5 (375),"вул. Зелена, 214",49.807544,24.061464
4805,0376,ДБК (376),"вул. Зелена, 238",49.804937,24.062709
4806,0379,Зубрівська (379),"вул. Зелена, 266",49.801506,24.065895
4807,0380,Сихівська (380),"вул. Зелена, 278",49.797039,24.071817
4830,,Кавалерідзе (426),"вул. Сихівська, 20",49.794394,24.063186
5097,0276,Професорська колонія (276),"вул. П. Ніщинського, 25",49.839702,24.066654
5098,0232,Шевченківський гай (232),"вул. Кривчицька Дорога, 16",49.842276,24.069210
5099,0233,Кривчиці (233),"вул. Кривчицька Дорога, 46",49.844116,24.073690
45068,765,Духновича (765),"вул. Кривчицька Дорога, 76",49.846994,24.081098
4921,0201,Старознесенська (201),"вул. Богданівська (вул. Старознесенська, 161)",49.849194,24.083147
2560988,731,Монгольська (731),"вул. Богданівська, 135",49.850751,24.079086
4938,0200,Авторинок (200),"вул. Богданівська, 42",49.854268,24.076785
4919,199,Авторинок (199),"вул. Богданівська, 11",49.854618,24.076294
2560991,732,Монгольська (732),"вул. Богданівська, (навпроти 135)",49.850651,24.079408
4936,0202,Старознесенська (202),"вул. Богданівська (вул. Старознесенська, 192)",49.848987,24.083217
45067,764,Духновича (764),"вул. Кривчицька Дорога, 103",49.847126,24.081444
5089,0234,Кривчиці (234),"вул. Кривчицька Дорога, 53",49.844255,24.073829
5090,0235,Шевченківський гай (235),"вул. Кривчицька Дорога, 19А",49.842328,24.069033
5091,0277,Професорська колонія (277),вул. П. Ніщинського 28,49.839375,24.066710
42763,,Мечникова (250),"вул. Личаківська, 113",49.838460,24.055574
4899,0030,Шухевича (30),"вул. І. Франка, 8",49.836654,24.034894
42799,118,Залізничний вокзал (118),"пл. Двірцева, 1",49.839003,23.996775
42797,188,Приміський вокзал (188),вул. Чернівецька (навпроти буд.4),49.837690,24.000294
4580,528,Кропивницького (528),"пл. Кропивницького, 8",49.836253,24.004338
4851,0557,Бандери (557),вул. С. Бандери 73,49.834858,24.006897
42777,511,Київська (511),"вул. Київська, 1",49.832429,24.011806
42729,0505,Площа Лема (505),"вул. І. Нечуя-Левицького ( Сахарова, 2)",49.832422,24.017771
5161,0019,Парк культури (19),вул. Д. Вітовського (вхід до парку),49.830253,24.023296
45029,0361,Площа Франка (361),"вул. Франка, 78",49.829725,24.031260
42768,0037,Стрийський парк (37),"вул. Франка, 108",49.826744,24.034173
43634,0073,Академія мистецтв (73),вул. Снопківська (навпроти № 47),49.824759,24.036965
43638,0793,Стадіон Україна (793),"вул. Стуса, 23",49.818604,24.042791
44251,797,Угорська (797),"пр. Червоної Калини (вул. Угорська, 27)",49.810615,24.046181
44983,794,Шувар (794),"пр. Червоної Калини, 36",49.798241,24.049459
44177,0782,Дитяча поліклініка (782),"пр. Червоної Калини, 46",49.797228,24.051822
44174,791,Центр Довженка (791),пр. Червоної Калини (навпроти буд. 81),49.794918,24.056271
44984,753,Поліклініка № 4 (753),"пр. Червоної Калини, 70",49.790068,24.058830
44699,0788,Коломийська (788),"пр. Червоної Калини, 80",49.788108,24.058924
44700,0787,Санта Барбара (787),"пр. Червоної Калини, 94",49.785659,24.059045
44701,0784,Вернадського (784),"пр. Червоної Калини, 106",49.782409,24.059187
44702,0785,Вернадського (785),"пр. Червоної Калини, 106",49.782514,24.059281
44703,0786,Санта Барбара (786),"пр. Червоної Калини, 109",49.785815,24.059152
44704,0789,Коломийська (789),"пр. Червоної Калини, 97",49.788048,24.059058
44705,754,Поліклініка № 4 (754),"пр. Червоної Калини, 72",49.790273,24.058986
44175,790,Центр Довженка (790),"пр. Червоної Калини, 81",49.795038,24.056196
44176,0783,Дитяча поліклініка (783),"пр. Червоної Калини, 59",49.797043,24.052334
44179,795,Шувар (795),"пр. Червоної Калини, 36",49.799581,24.047769
44252,796,Угорська (796),"пр. Червоної Калини, 1",49.810931,24.046264
43637,792,Стадіон Україна (792),"вул. Стуса, 49",49.818801,24.042420
44219,0004,Академія мистецтв (4),"вул. Свенціцького, 15",49.825512,24.035667
42769,,Стрийський парк (28),"вул. Іларіона Свєнціцького, 5",49.826955,24.034130
5000,,Стрийський ринок (32),"вул. Франка, 81",49.829234,24.032193
4984,0020,Парк культури (20),вул. Д. Вітовського (навпроти № 41),49.830242,24.023838
42772,0027,Площа Лема (27),"вул. І. Нечуя-Левицького, 8",49.832645,24.017127
42776,0527,Київська (527),"вул. І. Котляревського (вул. Генерала Т. Чупринки, 21)",49.832266,24.012486
42775,0555,Бандери (555),"вул. Русових (вул. С. Бандери, 69)",49.834538,24.007375
4627,47,Кропивницького (47),"пл. Кропивницького, 8",49.836706,24.004188
42796,187,Приміський вокзал (187),"вул. Чернівецька, 4",49.837650,24.000562
44985,117,Залізничний вокзал (117),"пл. Двірцева, 1",49.839890,23.995026
5088,0520,Аквапарк (520),"вул. Княгині Ольги, 71",49.806634,23.999097
5106,0490,Фабрика Левинського (490),"вул. Генерала Чупринки, 55а",49.830225,24.007981
5107,487,Київська (487),"вул. Генерала Чупринки, 27",49.831915,24.011191
5109,0012,Львівська політехніка (12),"вул. Генрала Чупринки (вул. С. Бандери, 11)",49.834546,24.016457
5117,64,Львівська політехніка (64),вул. С. Бандери 12,49.834713,24.015311
4985,0066,Карпінського (66),вул. С. Бандери 26,49.834761,24.009687
4645,595,Галицьке перехрестя (595),"вул. Б. Хмельницького, 289",49.874196,24.061486
4852,556,Карпінського (556),"вул. С. Бандери, 53",49.834682,24.009236
4853,0065,Львівська політехніка (65),вул. С. Бандери 15,49.834613,24.016140
5078,0522,Аквапарк (522),вул. Княгині Ольги 108,49.807253,23.998690
4847,0424,Центр Довженка (424),вул. Сихівська 13,49.794023,24.061708
4726,189,Приміський вокзал (189),"вул. Чернівецька, 4",49.837721,24.000084
4728,191,Залізничний вокзал (191),"пл. Двірцева, 1",49.839738,23.995146
4729,,Приміський вокзал (190),вул. Чернівецька 9,49.837910,23.999473
4772,144,Ливарна (144),"вул. Левандівська, 20",49.844490,23.983653
4773,,Широка (181),вул. Сяйво 91,49.842048,23.979008
4774,,Сяйво (180),"вул. Сяйво, 23",49.836671,23.976797
4727,83,Залізничний вокзал (83),"пл. Двірцева, 1",49.840001,23.996042
4742,0179,Сяйво (179),"вул. Сяйво, 10",49.837650,23.977221
4743,145,Широка (145),"вул. Левандівська, 25",49.843030,23.980402
4744,143,Ливарна (143),"вул. Левандівська, 15",49.844590,23.984318
5145,,Рясне-2 (655-1),"вул. І. Величковського, 2",49.875596,23.938308
4990,126,Залізнична РА (126),"вул. І. Виговського, 29",49.823415,23.967528
4721,0125,Поліклініка №5 (125),"вул. Виговського, 17",49.826297,23.967919
4732,0124,Мотозавод (124),"вул. І. Виговського, 4",49.830066,23.968123
4733,0127,Поліклініка №5 (127),вул. І. Виговського 32,49.825854,23.967635
45249,,Антонича (354),"вул. Антонича, 8",49.785185,24.069741
5053,0406,Трильовського (406),вул. К. Трильовського 21,49.783734,24.067279
4931,,Модем (337),"вул. Пасічна, 160",49.806883,24.064468
4820,,Трембіта (335),"вул. Пасічна, 127а",49.807347,24.070219
4900,,Пирогівка (333),"вул. Пирогівка, 4",49.807361,24.076495
4803,,Пимоненка (331),"вул. Пасічна, 125",49.809185,24.078947
4934,,Автостанція №6 (253),"вул. Личаківська, 157",49.835865,24.071536
45028,0750,Ромоданівська (750),вул. Личаківська (навпроти буд. 211),49.835785,24.073148
4935,0198,Богданівська (198),"вул. Богданівська, 2",49.840480,24.085695
4939,0230,Ковельська (230),"вул. Ковельська (вул. Пластова, 2)",49.859061,24.059070
4940,0228,Милятинська (228),"вул. Ковельська, 41",49.857515,24.057266
4941,0274,Корейська (274),"вул. Новознесенська, 67",49.855569,24.053627
4915,272,Новознесенська (272),"вул. Новознесенська, 2",49.854919,24.046943
4916,,Корейська (273),"вул. Новознесенська, 34",49.855541,24.053444
4917,0229,Милятинська (229),"вул. Ковельська, 50",49.857506,24.057382
4918,0288,Ковельська (288),"вул. Пластова, 4",49.859377,24.060670
4922,213,Богданівська (213),вул. Глинянський Тракт (навпроти № 64),49.839982,24.083936
2560806,210,Автостанція № 6 (210),"Тракт Глинянський, 1",49.836467,24.070964
4747,,Пимоненка (332),"вул. Пасічна, 125",49.809287,24.078925
4819,,Пирогівка (334),"вул. Пасічна, 4",49.807395,24.076259
4821,,Трембіта (336),"вул. Пасічна, 127а",49.807409,24.069575
4953,,Модем (338),"вул. Пасічна, 156",49.807014,24.064436
5175,405,Трильовського (405),вул. Коломийська-Трильовського,49.783599,24.067279
4898,,Вокзал Підзамче (312),"вул. Б. Хмельницького, 56",49.852179,24.032958
42737,0580,Остряниці (580),"вул. Б. Хмельницького, 80",49.853163,24.036477
5140,,"Дубляни, ЛЕО (1317)","с. Малехів, М-06",49.892119,24.100699
45003,,"Дубляни, Древній Град (1319)","с. Малехів, М-06",49.892758,24.124472
45030,,"Дубляни, Дальнобой (000)",Малехів М-09,49.894164,24.131100
44241,,Гамаліївка (1323),"с. Гамаліївка, М-06",49.901414,24.148714
2551809,1341,"Малі Підліски, Школа (1341)","с. Малі Підліски, перехрестя з вул. Чорновола",49.918739,24.160228
44223,1351,"Ситихів, Народний дім (1351)","с. Ситихів, вул. Ситихівська, 47а",49.926199,24.120668
4671,1352,"Ситихів, Народний дім (1352)","с. Ситихів, вул. Ситихівська, 47а",49.926066,24.122637
44103,1344,"Малі Підліски, Школа (1344)","с. Малі Підліски, перехрестя з вул. Чорновола",49.918326,24.159866
44259,,Гамаліївка (1324),"с. Гамаліївка, М-06",49.901796,24.149349
43639,,"Дубляни, Дальнобой (00000)",Малехів М-09,49.894593,24.131979
5199,,"Дубляни, Древній Град (1320)","м. Дубляни, М-06",49.892801,24.124303
44706,,"Дубляни, ЛЕО (1318)","м. Дубляни, М-06",49.892160,24.100978
42736,0584,Остряниці (584),"вул. Б. Хмельницького, 127",49.853440,24.038427
42738,581,Вокзал Підзамче (581),"вул. Б. Хмельницького, 87",49.852392,24.033298
44964,0439,Угорська (439),"вул. Угорська, 25",49.810687,24.044915
44965,0362,Віденська (362),"вул. Віденська, 6а",49.812179,24.042120
44979,0422,Литвиненка (422),"вул. С. Литвиненка, 19",49.813696,24.042168
4822,421,Херсонська (421),"вул. П. Мирного, 27",49.814004,24.035597
4823,408,Католицький університет (408),"вул. Козельницька, 4",49.816292,24.025732
4824,0404,Податкова (404),вул. І. Чмоли 2,49.814627,24.023098
4825,0478,Автобусний завод (478),вул. Володимира Великого 2,49.808316,24.016982
2560974,814,Янева (814),"вул. Володимира Великого, 8а",49.808988,24.011889
45012,0737,Окружна (737),"вул. Окружна, 51",49.827599,23.982189
4800,0403,Податкова (403),вул. І. Чмоли 1,49.814562,24.021947
4801,419,Католицький університет (419),вул. П. Мирного 4,49.816562,24.026917
4802,420,Херсонська (420),вул. П. Мирного 26,49.813789,24.035817
44980,437,Сумська (437),"вул. Угорська, 4",49.812963,24.038156
44981,438,Угорська (438),"вул. Угорська, 14",49.810731,24.044577
44982,801,Колодзінського (801),пр. Червоної Калини (після з'їзду на вул. Хуторівку),49.803601,24.046079
4808,0397,Кавалерідзе (397),вул. І. Кавалерідзе 2,49.793535,24.064463
4809,0400,Кос-Анатольського (400),вул. І. Кавалерідзе 16,49.790865,24.067698
4999,0354,Антонича (354-01),вул. Б. Антонича 12,49.785195,24.069607
5201,1194,"Малехів, Жовківська (1194)",с. Малехів вул. Жовківська зі Львова,49.879835,24.061791
5196,1202,"Малехів, Кобилянської (1202)","с. Малехів, вул. Жовківська",49.885720,24.059372
5203,,"Великі Грибовичі, Садова (1177)","с. Великі Грибовичі, вул. Садова",49.902264,24.056261
42398,,"Великі Грибовичі, АЗС (1175)",с. Великі Грибовичі,49.908994,24.054485
44171,1261,"Гряда, Шевченка (1261)","с. Гряда, вул. Шевченка",49.933763,24.051358
44227,1263,"Гряда, Смеречанського (1263)","с. Гряда, вул. Смеречанського",49.937924,24.052473
44247,,"Великий Дорошів, поворот на Зашків (1211)","с. Великий Дорошів, М-09",49.946967,24.054909
44967,1221,"Зашків, Журавлина (1221)",с. Зашків,49.953049,24.022733
2551810,1223,"Зашків, Під липою (1223)",с. Зашків,49.954064,24.017487
2551811,1225,"Зашків, Бригада (1225)",с. Зашків,49.954778,24.008238
2551812,1271,"Зарудці, Урожайна (1271)","с. Зарудці, вул. І. Франка",49.974699,24.004837
2551813,1273,"Зарудці, Біля Озимка (1273)","с. Зарудці, вул. І. Франка",49.972871,23.989323
2551814,1275,"Зарудці, Церква (1275)","с. Зарудці, вул. І. Франка",49.971629,23.973764
2551815,1276,"Зарудці, Церква (1276)","с. Зарудці, вул. І. Франка",49.971594,23.974196
2551816,1274,"Зарудці, Біля Озимка (1274)","с. Зарудці, вул. І. Франка",49.972824,23.989380
2551817,1272,"Зарудці, Урожайна (1272)","с. Зарудці, вул. І. Франка",49.975036,24.005634
2551818,1226,"Зашків, Бригада (1226)",с. Зашків,49.954623,24.008807
2551819,1224,"Зашків, Під липою (1224)",с. Зашків,49.954009,24.017444
2551820,1222,"Зашків, Журавлина (1222)",с. Зашків,49.953015,24.022508
2551821,1212,"Великий Дорошів, поворт на Зашків (1212)","с. Великий Дорошів, вул. Львівська",49.946463,24.054627
2551822,1264,"Гряда, Смеречанського (1264)","с. Гряда, вул. Смеречанського",49.937879,24.052414
2551823,1262,"Гряда, Шевченка (1262)","с. Гряда, вул. Шевченка",49.933459,24.051197
5202,,"Великі Грибовичі, Садова (1178)","с. Великі Грибовичі, вул. Садова",49.901870,24.056242
2551824,,"Великі Грибовичі, АЗС (1176)",с. Великі Грибовичі,49.909455,24.054286
2551825,1201,"Малехів, Кобилянської (1201)","с. Великі Грибовичі, вул. Жовківська",49.885758,24.059286
5200,1193,"Малехів, Жовківська (1193)",с. Малехів вул. Жовківська,49.879812,24.061668
5110,0592,Назарука (592),"вул. Б. Хмельницького, 267",49.870981,24.058068
5017,1112,"Рудне, Центральна (1112)","Рудне, вул. І. Огієнка,14",49.836426,23.878288
5163,1110,"Рудне, Лугова (1110)","Рудне, вул.Северина Наливайка",49.837526,23.884841
5018,1107,"Рудне, Лесі Українки (1107)","Рудне, вул. Т. Шевченка - Лесі Українки",49.839690,23.886978
5137,,"Рудне, Мазепи (1105)","Рудне, вул. Героїв Небесної Сотні",49.839525,23.890843
44218,,"Рудне, Коновальця (1103)","Рудне, вул. Героїв Небесної Сотні",49.838204,23.895516
44710,1101,"Рудне, Кільцева (1101)","Рудне, Кільцева дорога",49.838901,23.899059
4790,0596,Окуневського (596),вул. В. Липинського 5,49.856216,24.019434
45041,0621,Бальзака (621),"вул. Варшавська, 2",49.855064,24.014472
4792,0622,Струмок (622),вул. Варшавська 44,49.857863,24.011624
4793,0627,Панча (627),"вул. Варшавська (вул. П. Панча, 26)",49.862171,24.007643
45018,,Варшавська (612-01),"просп. В. Чорновола, 103",49.866374,24.016221
44709,1102,"Рудне, Кільцева (1102)","Рудно, Кільцева дорога",49.839000,23.899126
44253,,"Рудне, Коновальця (1104)","Рудно, вул. Героїв Небесної Сотні",49.838308,23.895457
5150,,"Рудне, Мазепи (1106)","Рудне, вул. Героїв Небесної Сотні",49.839609,23.890790
5025,1108,"Рудне, Лесі Українки (1108)","Рудне, вул. Т. Шевченка - Лесі Українки",49.839730,23.886890
5132,1125,"Рудне, Нагірних (1125)","Рудне, вул. Т. Шевченка, 54",49.839678,23.877046
5162,0085,Станція Скнилів (85),"вул. Авіаційна, 2",49.822028,23.936621
5012,0086,Авіаційна (86),"вул. Авіаційна, 1",49.824858,23.939402
5013,355,Лікарня №8 (355),"вул. В. Навроцького, 4",49.811232,24.050529
5248,,Автостанція №6 (256),"вул. Личаківська, 195",49.835945,24.071010
5009,356,Лікарня №8 (356),"вул. В. Навроцького, 21",49.811328,24.050435
44236,0711,Енергетична (711),"вул. П. Мирного (вул. Енергетична, 18)",49.815644,24.030544
44235,,Курмановича (306),вул. Авіаційна (під мостом),49.826529,23.941741
5011,,Станція Скнилів (85-01),"вул. Авіаційна, 2",49.822071,23.936310
4798,,Низинна (195),"вул. Широка (вул. Доробок, 36А)",49.842079,23.973525
44104,0751,Дубова (751),"вул. Тракт Глинянський, 42",49.838851,24.081524
4968,0205,Богданівська (205),вул. Глинянський Тракт 74,49.840217,24.086154
44943,0206,Бігова (206),"вул. Глинянський Тракт, 136",49.841304,24.096598
4972,211,Глинянський Тракт (211),вул. Тракт Глинянський (навпроти № 161),49.841932,24.100957
4971,209,Провесінь (209),"вул. Глинянський Тракт, 165",49.842293,24.103553
4970,0208,Глинянський Тракт (208),вул. Глинянський Тракт 161,49.842016,24.100941
44941,0207,Бігова (207),"вул. Глинянський Тракт, 141",49.841401,24.096727
45103,0752,Дубова (752),"вул. Тракт Глинянський, 55",49.838197,24.079781
4826,0196,Широка (196),"вул. Широка (вул. Сяйво, 99)",49.842795,23.978621
4827,,Низинна (192),вул. Широка 44,49.842165,23.971508
2551836,1229,"Зашків, ЦНАП (1229)",с. Зашків,49.954651,24.000696
2551837,,"Зашків, Цвинтар (1231)",с. Зашків,49.954658,23.993819
2551838,,"Зашків, Станція (1233)",с. Зашків,49.955198,23.990415
2551839,,"Зашків, Цвинтар (1232)",с. Зашків,49.954630,23.993905
2551840,,Зашків Млинівка (1235),с. Зашків,49.953191,23.996630
2551841,1237,"Зашків, Дитсадок (1237)",с. Зашків,49.950433,23.992016
2551842,1251,"Завадів, Джерело (1251)",с. Завадів,49.945076,23.987896
2551843,1253,"Завадів, Співоче поле (1253)",с. Завадів,49.946177,23.977430
2551844,1255,"Завадів, Центр (1255)",с. Завадів,49.945876,23.970859
2551845,1257,"Завадів, Народний дім (1257)",с. Завадів,49.945669,23.966031
2551846,1258,"Завадів, Народний дім (1258)",с. Завадів,49.945649,23.966063
2551847,1256,"Завадів, Центр (1256)",с. Завадів,49.945780,23.970119
2551848,1254,"Завадів, Співоче поле (1254)",с. Завадів,49.945987,23.978369
